Year,Country,Core_CPI,Inflation,Exports,Foreign_Reserves,GDP,Imports,Industrial_Production,Exchange_Rate,Retail_Sales,Stock_Market,Total_Reserves,Unemployment
2004,Brazil,75.93772,3.753451,160723.6,0.831675,1613585.0,88773.25,440000000000.0,2.926278,31.23223,19.872,52935.0,7.248003
2005,Brazil,81.58637,3.753451,179349.8,0.721394,1672182.0,93621.55,454000000000.0,2.435281,41.67003,29.61215,53799.0,7.248003
2006,Brazil,85.26335,3.753451,184761.8,0.930777,1738403.0,108456.0,466000000000.0,2.175136,49.88055,45.48984,85839.0,7.248003
2007,Brazil,88.30712,3.753451,194763.2,1.483786,1841814.0,133743.9,493000000000.0,1.947451,62.58135,71.77117,180334.0,7.248003
2008,Brazil,92.63941,3.753451,188121.2,1.114111,1929770.0,157118.5,508000000000.0,1.836027,77.08503,81.6309,193783.0,7.248003
2009,Brazil,97.43356,3.753451,169152.4,1.845365,1932918.0,130686.8,472000000000.0,1.99949,78.00308,70.79969,238520.0,7.248003
2010,Brazil,102.3437,3.753451,184267.4,1.577053,2078963.0,178753.2,521000000000.0,1.760206,100.0,99.2823,288575.0,7.248003
2011,Brazil,108.9851,3.753451,189833.0,1.544383,2164233.0,194103.9,523000000000.0,1.674466,117.1853,95.41187,352012.0,7.248003
2012,Brazil,115.087,3.753451,190123.8,1.65307,2198998.0,191354.8,510000000000.0,1.954159,112.6602,79.69418,373147.0,7.248003
2013,Brazil,121.8048,3.753451,190116.7,1.484802,2269440.0,205926.9,521000000000.0,2.158732,114.2592,65.04357,358808.0,7.248003
2014,Brazil,129.7557,3.753451,190581.3,1.572543,2281336.0,201013.5,506000000000.0,2.354273,113.749,58.23241,363551.0,6.859257
2015,Brazil,140.9362,3.753451,206847.1,2.054664,2200678.0,170514.2,464000000000.0,3.331694,83.84443,39.60444,356464.0,8.419136
2016,Brazil,151.6972,3.753451,213150.3,2.616996,2123781.0,150891.3,434000000000.0,3.486715,82.9056,40.12143,365016.0,11.38619
2017,Brazil,158.4627,3.753451,230639.1,2.353733,2158344.0,164557.4,446000000000.0,3.190255,92.49995,55.3773,373972.0,12.86362
2018,Brazil,163.6849,3.753451,236305.4,2.027074,2194468.0,179691.8,449000000000.0,3.654127,85.00094,58.52278,374715.0,12.35598
2019,Brazil,169.4488,3.753451,234511.1,1.923471,2221329.0,187546.0,444000000000.0,3.944611,82.2927,66.22938,356884.0,12.02363
2020,Brazil,173.2086,3.753451,238045.3,2.234373,2141971.0,173260.7,424000000000.0,5.157587,66.76438,50.49913,355620.0,13.50161
2021,Brazil,181.9841,3.753451,244249.8,1.654339,2251216.0,210849.9,442000000000.0,5.396087,72.63268,56.35189,362204.0,13.49311
2022,Brazil,197.8981,3.753451,257566.3,1.193562,2321370.0,214280.8,439000000000.0,5.165224,86.69988,55.22905,324703.0,9.501666
2023,Brazil,210.8428,3.753451,279971.0,1.474218,2396837.0,207896.9,440000000000.0,4.994074,93.48827,59.46461,355034.0,8.045743
2024,Brazil,219.4828,3.753451,288008.1,1.255557,2468347.0,241662.8,451000000000.0,5.392557,93.52041,61.92665,329730.0,6.917529
2025,Brazil,230.6032,3.753451,288008.1,1.255557,2532397.0,241662.8,455000000000.0,5.587186,96.1526,64.36945,358234.0,5.937208
2026,Brazil,236.7382,3.753451,288008.1,1.255557,2532397.0,241662.8,455000000000.0,5.226552,96.1526,90.22612,358234.0,5.937208
1996,Bulgaria,101.8832,3.753451,243224.5,0.245776,32912.78,22315.35,8690000000.0,1.589017,91.92693,15.151,2300.689,14.04583
1997,Bulgaria,101.8832,3.753451,243224.5,0.245776,32912.78,22315.35,8690000000.0,1.589017,91.92693,15.151,2300.689,14.04583
1998,Bulgaria,101.8832,3.753451,243224.5,0.302001,34202.47,22315.35,8690000000.0,1.754463,91.92693,15.151,2925.22,12.20333
1999,Bulgaria,101.8832,3.753451,243224.5,0.297864,31347.05,22315.35,8690000000.0,1.82813,91.92693,15.151,3151.223,13.7825
2000,Bulgaria,101.8832,3.753451,243224.5,0.294023,32687.56,22315.35,8690000000.0,2.113764,91.92693,15.151,3437.575,18.12917
2001,Bulgaria,101.8832,3.753451,243224.5,0.274546,33957.71,22315.35,8890000000.0,2.176986,91.92693,13.28926,3585.582,17.50833
2002,Bulgaria,101.8832,3.753451,243224.5,0.338836,35912.2,22315.35,9320000000.0,2.068852,91.92693,21.46428,4801.883,17.42667
2003,Bulgaria,101.8832,3.753451,243224.5,0.347386,37795.92,12416.4,10500000000.0,1.727654,91.92693,57.80259,6809.02,14.25917
2004,Bulgaria,101.8832,3.753451,243224.5,0.356479,40293.59,1993.515,11800000000.0,1.572305,91.92693,106.3762,9278.73,12.67
2005,Bulgaria,101.8832,3.753451,243224.5,0.266569,43097.51,2046.948,12700000000.0,1.574279,91.92693,161.4611,8727.41,11.45083
2006,Bulgaria,101.8832,3.753451,243224.5,0.277592,46004.02,2116.59,13500000000.0,1.558883,91.92693,193.619,11780.92,9.6025
2007,Bulgaria,101.8832,3.753451,243224.5,0.312026,49200.65,3665.492,14800000000.0,1.429213,91.92693,336.3746,17430.78,7.736667
2008,Bulgaria,101.8832,3.753451,243224.5,0.255029,52181.56,4102.796,14900000000.0,1.336449,91.92693,247.2179,17696.41,6.3025
2009,Bulgaria,101.8832,3.753451,243224.5,0.401958,50373.92,8604.874,12200000000.0,1.407601,91.92693,86.53385,18516.41,7.584167
2010,Bulgaria,101.8832,3.753451,243224.5,0.349396,51072.39,11375.99,12400000000.0,1.476882,91.92693,84.2673,17378.73,9.474167
2011,Bulgaria,101.8832,3.753451,243224.5,0.271832,52271.33,3237.22,13100000000.0,1.406484,91.92693,88.37022,17317.98,9.594167
2012,Bulgaria,101.8832,3.753451,243224.5,0.32016,52531.91,21779.02,13000000000.0,1.521448,91.92693,65.31083,20506.99,11.08917
2013,Bulgaria,101.8832,3.753451,243224.5,0.296057,52224.41,16144.53,13100000000.0,1.472887,91.92693,92.1389,19878.6,11.3125
2014,Bulgaria,101.8832,3.753451,243224.5,0.29463,52812.08,12134.41,13300000000.0,1.474284,91.92693,120.3165,20007.38,11.16
2015,Bulgaria,101.8832,3.753451,243224.5,0.384897,54562.62,8128.996,13700000000.0,1.761853,91.92693,85.40053,22027.8,10.05917
2016,Bulgaria,101.8832,3.753451,243224.5,0.445368,56229.02,6662.93,14000000000.0,1.768958,91.92693,85.13498,25217.47,8.686667
2017,Bulgaria,101.8832,3.753451,243224.5,0.424371,57777.61,5980.304,14600000000.0,1.734772,91.92693,121.7558,28446.86,7.199167
2018,Bulgaria,101.8832,3.753451,243224.5,0.386623,59098.86,7203.329,14600000000.0,1.656318,91.92693,123.1852,28727.23,6.174167
2019,Bulgaria,101.8832,3.753451,243224.5,0.377016,61368.02,75229.87,14700000000.0,1.747065,91.92693,103.8298,27888.07,5.65
2020,Bulgaria,101.8832,3.753451,243224.5,0.548539,59536.25,11776.86,13800000000.0,1.716358,91.92693,85.21284,37729.73,7.358333
2021,Bulgaria,101.8832,3.753451,243224.5,0.432026,63929.99,3703.887,15200000000.0,1.653232,91.92693,104.7637,39160.84,5.521667
2022,Bulgaria,101.8832,3.753451,243224.5,0.362878,66594.59,3358.937,17200000000.0,1.86008,91.92693,103.9559,41109.97,4.495833
2023,Bulgaria,101.8832,3.753451,243224.5,0.441624,67726.79,4487.815,15700000000.0,1.808602,91.92693,119.2422,46383.08,5.278333
2024,Bulgaria,101.8832,3.753451,243224.5,0.404396,69879.55,13060.92,15100000000.0,1.808124,91.92693,146.5736,43533.69,5.438333
2025,Bulgaria,101.8832,3.753451,243224.5,0.404396,72142.39,13060.92,14100000000.0,1.735009,91.92693,183.2805,47057.97,5.2625
2026,Bulgaria,101.8832,3.753451,243224.5,0.404396,72142.39,13060.92,14100000000.0,1.675766,91.92693,244.1829,47057.97,5.2625
1996,Canada,81.60868,3.753451,355639.6,0.089052,1154351.0,261904.4,198000000000.0,1.384866,45.52972,41.82613,17871.42,9.091667
1997,Canada,81.60868,3.753451,355639.6,0.089052,1154351.0,261904.4,198000000000.0,1.384866,45.52972,41.82613,17871.42,9.091667
1998,Canada,82.67916,3.753451,390333.1,0.114222,1199289.0,277303.4,205000000000.0,1.483375,44.16406,41.09265,23371.21,8.291667
1999,Canada,83.86114,3.753451,435091.8,0.128059,1260944.0,300543.3,218000000000.0,1.48534,45.91874,42.33465,28203.28,7.566667
2000,Canada,85.15462,3.753451,464042.1,0.131815,1325739.0,327344.3,234000000000.0,1.48509,48.17477,58.41466,32156.31,6.833333
2001,Canada,86.83467,3.753451,446979.4,0.150449,1350597.0,306418.3,229000000000.0,1.548831,47.61118,44.97797,34008.09,7.225
2002,Canada,89.20607,3.753451,450106.5,0.162948,1391105.0,311468.2,233000000000.0,1.570065,49.22987,40.21192,37012.59,7.683333
2003,Canada,91.46595,3.753451,437874.0,0.147936,1416234.0,322053.6,235000000000.0,1.400429,56.68421,45.79351,36227.77,7.591667
2004,Canada,92.64793,3.753451,451216.9,0.123159,1460029.0,347264.2,242000000000.0,1.301207,66.08743,59.29829,34434.57,7.15
2005,Canada,93.88938,3.753451,446874.8,0.102887,1506903.0,373646.6,248000000000.0,1.211619,73.44712,74.78331,32967.58,6.75
2006,Canada,95.31668,3.753451,447410.8,0.098029,1546654.0,389930.7,247000000000.0,1.134457,82.20477,94.45102,34999.54,6.45
2007,Canada,97.18258,3.753451,445648.1,0.105453,1578359.0,409296.4,244000000000.0,1.074312,91.2797,114.198,40997.26,6.158333
2008,Canada,98.34969,3.753451,411905.1,0.104652,1594070.0,406765.3,235000000000.0,1.066823,94.68024,106.6188,43783.39,6.308333
2009,Canada,99.41273,3.753451,360418.3,0.16471,1547602.0,340588.5,209000000000.0,1.141204,86.76684,80.62024,54243.77,8.475
2010,Canada,100.7211,3.753451,388581.8,0.141789,1595435.0,394264.5,221000000000.0,1.030545,100.0,104.9392,57003.83,8.158333
2011,Canada,102.2896,3.753451,411451.3,0.14228,1645487.0,417992.4,232000000000.0,0.989135,105.9217,117.5075,65657.96,7.625
2012,Canada,103.6203,3.753451,423165.7,0.143801,1674376.0,429661.0,231000000000.0,0.999543,106.4701,108.4327,68370.83,7.441667
2013,Canada,104.5198,3.753451,433494.0,0.151659,1713319.0,437978.4,235000000000.0,1.030167,106.7412,110.7815,71826.63,7.208333
2014,Canada,106.1924,3.753451,456400.8,0.156904,1762550.0,447383.2,247000000000.0,1.104706,103.7526,118.6221,74589.05,7.058333
2015,Canada,108.1624,3.753451,472393.1,0.185438,1774007.0,436640.7,246000000000.0,1.278921,91.61327,100.6205,79698.1,7.0
2016,Canada,110.1621,3.753451,476065.3,0.200232,1792430.0,432400.6,245000000000.0,1.325084,91.85867,94.99257,82718.07,7.05
2017,Canada,111.909,3.753451,485227.3,0.195526,1846810.0,456881.7,254000000000.0,1.298174,99.48386,107.2892,86677.67,6.416667
2018,Canada,114.0351,3.753451,490231.1,0.178896,1897467.0,468579.8,263000000000.0,1.296616,101.3018,108.6825,83925.57,5.833333
2019,Canada,116.4139,3.753451,501543.4,0.184216,1933679.0,462508.7,263000000000.0,1.327034,99.6237,110.0882,85297.07,5.683333
2020,Canada,117.7148,3.753451,456182.6,0.214731,1836256.0,429151.6,242000000000.0,1.341547,97.67565,107.2754,90428.07,9.741667
2021,Canada,120.4951,3.753451,471531.2,0.210529,1945523.0,464207.0,255000000000.0,1.253494,113.2965,141.4722,106615.1,7.483333
2022,Canada,126.4868,3.753451,481871.8,0.182555,2036873.0,481332.6,263000000000.0,1.301597,109.9351,138.9845,106952.4,5.25
2023,Canada,131.408,3.753451,504829.7,0.205795,2076655.0,473376.3,264000000000.0,1.349439,108.1352,133.4217,117550.9,5.391667
2024,Canada,134.8275,3.753451,512661.4,0.208857,2119149.0,470157.6,263000000000.0,1.369929,107.6821,148.7959,119778.5,6.366667
2025,Canada,138.2099,3.753451,512661.4,0.208857,2156079.0,470157.6,263000000000.0,1.39793,108.1002,175.3555,125626.9,6.858333
2026,Canada,139.8305,3.753451,512661.4,0.208857,2156079.0,470157.6,263000000000.0,1.376211,108.1002,214.1969,125626.9,6.633333
1996,Chile,100.0207,3.753451,53007.89,2.164093,123455.0,23230.92,56600000000.0,419.241,91.92693,34.83665,41678.76,8.535109
1997,Chile,100.0207,3.753451,53007.89,2.164093,123455.0,23230.92,56600000000.0,419.241,91.92693,34.83665,41678.76,8.535109
1998,Chile,100.0207,3.753451,53007.89,1.881766,128617.7,23230.92,55900000000.0,460.1817,91.92693,25.03707,34525.59,8.535109
1999,Chile,100.0207,3.753451,53007.89,1.887052,128029.5,23230.92,55100000000.0,509.075,91.92693,25.25163,27836.81,8.535109
2000,Chile,100.0207,3.753451,53007.89,1.540136,134889.0,23230.92,57800000000.0,539.6039,91.92693,27.67415,26299.91,8.535109
2001,Chile,100.0207,3.753451,53007.89,1.317749,139206.0,23230.92,58200000000.0,635.2008,91.92693,24.1523,21611.78,8.535109
2002,Chile,100.0207,3.753451,53007.89,1.382183,143362.5,23230.92,60200000000.0,689.3298,91.92693,20.57047,21801.04,8.535109
2003,Chile,100.0207,3.753451,53007.89,1.48174,149939.3,23230.92,63100000000.0,690.577,91.92693,24.46407,26380.05,8.535109
2004,Chile,100.0207,3.753451,60735.68,1.225877,159576.4,27772.31,68400000000.0,609.1951,91.92693,34.34218,27918.02,8.535109
2005,Chile,100.0207,3.753451,62009.38,1.082553,169136.1,34300.42,72100000000.0,559.5992,91.92693,47.91748,33019.43,8.535109
2006,Chile,100.0207,3.753451,64281.89,1.01454,179870.8,38772.27,74700000000.0,530.4214,91.92693,56.16031,36785.22,8.535109
2007,Chile,100.0207,3.753451,68724.4,0.767617,189363.0,45220.24,78100000000.0,522.1981,91.92693,80.76468,33922.69,8.535109
2008,Chile,100.0207,3.753451,67531.13,0.613009,195776.5,52407.45,77900000000.0,523.3097,91.92693,72.59444,35734.17,8.535109
2009,Chile,100.0207,3.753451,65446.66,1.263156,193803.8,42068.04,72800000000.0,559.1741,91.92693,72.7779,50458.18,8.535109
2010,Chile,100.5537,3.753451,65810.24,1.069182,205126.6,55130.06,74600000000.0,510.144,91.92693,112.1928,58815.74,8.535109
2011,Chile,101.8142,3.753451,68679.36,1.149193,217691.9,65469.78,77300000000.0,483.6478,91.92693,123.26,81186.74,7.373042
2012,Chile,104.0642,3.753451,70064.5,1.159005,231689.6,69210.0,79900000000.0,486.2721,91.92693,118.8734,87259.15,6.646542
2013,Chile,105.623,3.753451,72792.39,1.038986,239114.8,70199.32,82500000000.0,495.4637,91.92693,110.0166,77667.4,6.124049
2014,Chile,109.4084,3.753451,73939.8,0.961755,243264.3,65162.67,82600000000.0,570.7251,91.92693,89.8911,66067.22,6.424748
2015,Chile,114.523,3.753451,72585.27,0.936477,248463.5,64396.11,82900000000.0,654.3547,91.92693,79.12898,54853.5,6.394876
2016,Chile,119.1047,3.753451,72650.62,1.088774,252470.9,65198.63,81900000000.0,676.7976,91.92693,78.89034,60692.87,6.640689
2017,Chile,121.5245,3.753451,71395.96,1.001427,256635.9,68588.31,81500000000.0,648.5044,91.92693,101.4407,61497.15,6.936468
2018,Chile,123.6072,3.753451,75693.77,0.827246,266935.8,74572.04,84400000000.0,642.1729,91.92693,113.3458,58240.05,7.339278
2019,Chile,126.3383,3.753451,73830.25,0.806354,268402.0,72828.27,84000000000.0,703.1462,91.92693,96.12138,53103.3,7.22569
2020,Chile,129.2328,3.753451,75880.28,0.97334,251198.9,64877.78,82800000000.0,792.1909,91.92693,67.49152,53638.03,10.53801
2021,Chile,134.1763,3.753451,75210.87,0.719064,280317.2,86027.13,85000000000.0,759.9125,91.92693,78.38979,60435.51,9.1165
2022,Chile,146.1887,3.753451,73758.04,0.471333,286152.4,83672.07,82500000000.0,873.1809,91.92693,76.95937,44836.73,7.805205
2023,Chile,155.6256,3.753451,73035.38,0.66837,288391.0,74833.59,82400000000.0,839.9329,91.92693,90.46012,52955.39,8.642726
2024,Chile,160.4445,3.753451,76769.88,0.577714,295869.7,76813.03,84800000000.0,944.5326,91.92693,91.34962,45128.46,8.500826
2025,Chile,166.087,3.753451,76769.88,0.577714,303538.3,76813.03,85900000000.0,950.9213,91.92693,118.2923,54111.9,8.53996
2026,Chile,168.7156,3.753451,76769.88,0.577714,303538.3,76813.03,85900000000.0,892.7559,91.92693,162.5133,54111.9,8.53996
1996,China,98.34535,3.753451,993333.1,1.000907,1730632.0,965063.4,580000000000.0,8.289856,91.92693,43.46857,143301.5,6.891667
1997,China,98.34535,3.753451,993333.1,1.000907,1730632.0,965063.4,580000000000.0,8.289856,91.92693,43.46857,143301.5,6.891667
1998,China,98.34535,3.753451,993333.1,1.062016,1867040.0,965063.4,632000000000.0,8.27909,91.92693,43.46857,149751.8,6.891667
1999,China,98.34535,3.753451,993333.1,0.953492,2013452.0,965063.4,688000000000.0,8.278342,91.92693,43.46857,158324.1,6.891667
2000,China,98.34535,3.753451,993333.1,0.745684,2187020.0,965063.4,768000000000.0,8.278492,91.92693,43.46857,168856.7,6.891667
2001,China,98.34535,3.753451,993333.1,0.88173,2370041.0,965063.4,841000000000.0,8.277149,91.92693,43.46857,216313.3,6.891667
2002,China,98.34535,3.753451,993333.1,0.991064,2587736.0,965063.4,949000000000.0,8.277019,91.92693,43.46857,292045.7,6.891667
2003,China,98.34535,3.753451,993333.1,0.990938,2849478.0,965063.4,1110000000000.0,8.277098,91.92693,43.46857,409153.9,6.891667
2004,China,98.34535,3.753451,993333.1,1.093236,3138506.0,965063.4,1290000000000.0,8.276925,91.92693,43.46857,615548.0,6.891667
2005,China,98.34535,3.753451,993333.1,1.248107,3495167.0,965063.4,1500000000000.0,8.193666,91.92693,43.46857,822478.8,6.891667
2006,China,98.94204,3.753451,1198458.0,1.351638,3936401.0,1092527.0,1750000000000.0,7.972375,91.92693,43.46857,1069509.0,6.891667
2007,China,99.81061,3.753451,1370006.0,1.602974,4491756.0,1179550.0,2060000000000.0,7.606216,91.92693,120.5495,1531349.0,6.891667
2008,China,100.779,3.753451,1352806.0,1.720117,4929109.0,1115932.0,2330000000000.0,6.95011,91.92693,94.44165,1950300.0,6.891667
2009,China,99.65481,3.753451,1186271.0,2.4136,5388176.0,1121386.0,2590000000000.0,6.831506,91.92693,86.67704,2417903.0,6.891667
2010,China,100.6252,3.753451,1508998.0,2.05818,5962210.0,1363089.0,2990000000000.0,6.76909,91.92693,90.21031,2867906.0,6.891667
2011,China,102.7594,3.753451,1574983.0,1.842638,6527863.0,1429135.0,3400000000000.0,6.464559,91.92693,88.90344,3204610.0,6.891667
2012,China,104.2318,3.753451,1628976.0,1.827094,7040111.0,1473969.0,3740000000000.0,6.308629,91.92693,75.88277,3332943.0,6.891667
2013,China,105.9914,3.753451,1730025.0,1.95622,7587523.0,1577289.0,4100000000000.0,6.148687,91.92693,76.92216,3841374.0,6.891667
2014,China,107.6878,3.753451,1836997.0,1.974566,8156637.0,1627817.0,4440000000000.0,6.161508,91.92693,77.91077,3860886.0,6.891667
2015,China,109.3669,3.753451,1856827.0,2.020278,8729849.0,1593030.0,4710000000000.0,6.285359,91.92693,126.9713,3347942.0,6.891667
2016,China,111.1559,3.753451,1839058.0,1.93109,9318812.0,1646775.0,4990000000000.0,6.645067,91.92693,97.05083,3032563.0,6.891667
2017,China,113.6079,3.753451,1936614.0,1.70878,9962370.0,1802676.0,5320000000000.0,6.757446,91.92693,103.5187,3161814.0,6.891667
2018,China,115.626,3.753451,2039767.0,1.449319,10632873.0,1925805.0,5650000000000.0,6.613853,91.92693,96.33499,3094003.0,6.891667
2019,China,117.5923,3.753451,2066095.0,1.508923,11282378.0,1926634.0,5980000000000.0,6.909923,91.92693,90.92366,3129894.0,6.891667
2020,China,118.4578,3.753451,2066095.0,1.558089,11512795.0,1926634.0,6110000000000.0,6.902118,91.92693,97.68379,3240735.0,6.891667
2021,China,119.4383,3.753451,2066095.0,1.236676,12544010.0,1926634.0,6760000000000.0,6.449797,91.92693,118.2942,3316292.0,6.891667
2022,China,120.2254,3.753451,2066095.0,1.191158,12939925.0,1926634.0,7010000000000.0,6.72964,91.92693,103.5542,3191710.0,6.891667
2023,China,120.9372,3.753451,2066095.0,1.299234,13637434.0,1926634.0,7310000000000.0,7.080444,91.92693,96.67406,3303965.0,6.891667
2024,China,121.3893,3.753451,2066095.0,1.278964,14308677.0,1926634.0,7730000000000.0,7.197248,91.92693,91.41177,3266693.0,6.891667
2025,China,122.1896,3.753451,2066095.0,1.278964,15019201.0,1926634.0,8180000000000.0,7.189546,91.92693,106.9941,3427450.0,6.891667
2026,China,123.3932,3.753451,2066095.0,1.278964,15019201.0,1926634.0,8180000000000.0,6.909529,91.92693,126.0453,3427450.0,6.891667
1997,Colombia,53.42975,3.753451,243224.5,0.681081,186870.6,220158.0,75100000000.0,1140.798,91.92693,6.891227,9908.0,14.97301
1998,Colombia,53.42975,3.753451,243224.5,0.681081,186870.6,220158.0,74100000000.0,1425.417,91.92693,6.891227,8740.5,14.97301
1999,Colombia,56.13522,3.753451,243224.5,0.681081,186870.6,220158.0,64000000000.0,1758.157,91.92693,6.891227,8103.4,14.97301
2000,Colombia,60.4534,3.753451,243224.5,0.681081,186870.6,220158.0,70200000000.0,2090.223,91.92693,6.891227,9006.1,14.97301
2001,Colombia,65.10216,3.753451,243224.5,0.681081,190006.1,220158.0,70900000000.0,2299.944,91.92693,6.891227,10245.1,14.97301
2002,Colombia,68.86478,3.753451,243224.5,0.681081,194764.0,220158.0,70700000000.0,2507.97,91.92693,8.357663,10844.1,15.67144
2003,Colombia,73.2989,3.753451,243224.5,0.681081,202395.3,220158.0,72100000000.0,2876.913,91.92693,11.59195,10921.4,14.07279
2004,Colombia,77.4449,3.753451,243224.5,0.681081,213189.0,220158.0,76000000000.0,2627.444,91.92693,21.4521,13539.9,13.61259
2005,Colombia,81.02273,3.753451,243224.5,0.681081,222669.2,220158.0,79100000000.0,2321.304,91.92693,44.41961,14956.6,11.82128
