Year,Country,Core_CPI,Inflation,Exports,Foreign_Reserves,GDP,Imports,Industrial_Production,Exchange_Rate,Retail_Sales,Stock_Market,Total_Reserves,Unemployment,Trade_Balance,Trade_Openness,Reserve_Adequacy,Stock_to_GDP,GDP_Growth,Export_Growth,Import_Growth,Stock_Growth,Exchange_Rate_Change,Inflation_Lag,GDP_Growth_Lag,Unemployment_Lag,GDP_Growth_Rolling_3Y,Inflation_Rolling_3Y,Recession,Anomaly,Anomaly_Label
2023,Bosnia and Herzegovina,116.4553,3.753451,243224.5,0.590864,24330.78,220158.0,4380000000.0,1.808661,91.92693,33.28756,9075.876,6.891667,23066.5,0.9480378352029816,0.3730203470665552,0.0013681254772761,1.9730930427493745,0.0,0.0,-3.685312307859245,-2.7565538721597727,3.753451,4.234607374969812,6.891667,4.367838746381469,3.753451,0,1,Normal
2024,Bosnia and Herzegovina,121.1662,3.753451,243224.5,0.595189,25113.74,220158.0,4200000000.0,1.808096,91.92693,25.49963,9443.852,6.891667,23066.5,0.918481277579524,0.3760432337039405,0.0010153656922465,3.2179815032646,0.0,0.0,-23.39591727360011,-0.0312385792583635,3.753451,1.9730930427493745,6.891667,3.141893973661262,3.753451,0,1,Normal
2025,Bosnia and Herzegovina,126.4199,3.753451,243224.5,0.595189,25646.67,220158.0,4120000000.0,1.735061,91.92693,21.78186,10904.58,6.891667,23066.5,0.8993955160650486,0.4251850240206624,0.0008493055823621,2.1220654510240022,0.0,0.0,-14.579701744691976,-4.039331982372618,3.753451,3.2179815032646,6.891667,2.437713332345992,3.753451,0,1,Normal
2026,Bosnia and Herzegovina,129.4063,3.753451,243224.5,0.595189,25646.67,220158.0,4120000000.0,1.67576,91.92693,21.37295,10904.58,6.891667,23066.5,0.8993955160650486,0.4251850240206624,0.0008333616021105,0.0,0.0,0.0,-1.8772960619524823,-3.4178049071473597,3.753451,2.1220654510240022,6.891667,1.780015651429534,3.753451,0,1,Normal
1999,Brazil,51.36391,3.753451,91263.99,0.722282,1387312.0,77244.66,365000000000.0,1.814313,34.6809,15.82107,36342.0,7.248003,14019.330000000002,0.0101053908565629,0.0261959818699758,1.140411817961641e-05,0.4753944963164835,7.462740872454288,-14.326355633755949,-23.934676710584768,56.38485759279548,3.753451,0.352132381425152,7.248003,0.2758422925805452,3.753451,1,-1,Anomaly
2000,Brazil,54.2475,3.753451,101021.1,0.578812,1446789.0,87409.49,389000000000.0,1.829969,34.6809,23.09659,33011.0,7.248003,13611.61,0.0094081514305126,0.0228167341609592,1.596403483852863e-05,4.287211528480972,10.691084183367394,13.159265637262171,45.98627020802007,0.8629161561428456,3.753451,0.4753944963164835,7.248003,1.7049128020742026,3.753451,0,1,Normal
2001,Brazil,57.42083,3.753451,110736.4,0.631753,1468655.0,89747.97,395000000000.0,2.350971,28.61891,15.86677,35866.0,7.248003,20988.429999999997,0.0142909192424361,0.0244209838253367,1.0803606020474517e-05,1.5113468515450368,9.617099794003426,2.6753159182143715,-31.302542929497378,28.47053693259285,3.753451,4.287211528480972,7.248003,2.091317625447497,3.753451,0,1,Normal
2002,Brazil,62.25351,3.753451,119575.3,0.782495,1513017.0,79164.05,406000000000.0,2.921882,25.08682,10.78907,37823.0,7.248003,40411.25,0.026709052178528,0.0249983972420666,7.130831973467582e-06,3.0205868634907374,7.981928254846649,-11.792935260819826,-32.0021025073156,24.28405114312342,3.753451,1.5113468515450368,7.248003,2.939715081172249,3.753451,0,1,Normal
2003,Brazil,70.38023,3.753451,138739.3,0.997604,1530604.0,76349.49,407000000000.0,3.077289,26.56756,12.37518,49296.0,7.248003,62389.80999999998,0.0407615621022811,0.0322068934877995,8.085161152068072e-06,1.1623795370441892,16.02672123758,-3.555351197923806,14.701081742912026,5.318729503792419,3.753451,3.0205868634907374,7.248003,1.898104417359988,3.753451,0,1,Normal
2004,Brazil,75.93772,3.753451,160723.6,0.831675,1613585.0,88773.25,440000000000.0,2.926278,31.23223,19.872,52935.0,7.248003,71950.35,0.0445903686511711,0.0328058329744017,1.231543426593579e-05,5.421454536901771,15.84576252006462,16.27222395329686,60.57948248025482,-4.9072739024511485,3.753451,1.1623795370441892,7.248003,3.201473645812232,3.753451,0,1,Normal
2005,Brazil,81.58637,3.753451,179349.8,0.721394,1672182.0,93621.55,454000000000.0,2.435281,41.67003,29.61215,53799.0,7.248003,85728.24999999999,0.0512672962632057,0.0321729333290275,1.770868840831919e-05,3.631478973837754,11.58896391071378,5.461442495346303,49.01444243156199,-16.77889113747908,3.753451,5.421454536901771,7.248003,3.405104349261238,3.753451,0,1,Normal
2006,Brazil,85.26335,3.753451,184761.8,0.930777,1738403.0,108456.0,466000000000.0,2.175136,49.88055,45.48984,85839.0,7.248003,76305.79999999999,0.0438941948443485,0.049378078615833,2.616760325425117e-05,3.960155054892356,3.017566788477044,15.845123264889338,53.61883551177473,-10.68234014883702,3.753451,3.631478973837754,7.248003,4.337696188543961,3.753451,0,1,Normal
2007,Brazil,88.30712,3.753451,194763.2,1.483786,1841814.0,133743.9,493000000000.0,1.947451,62.58135,71.77117,180334.0,7.248003,61019.30000000002,0.0331300011836157,0.097911081140658,3.896765362843371e-05,5.948620659306281,5.4131319352810126,23.316275724717865,57.77406559354792,-10.467621334941825,3.753451,3.960155054892356,7.248003,4.513418229345464,3.753451,0,1,Normal
2008,Brazil,92.63941,3.753451,188121.2,1.114111,1929770.0,157118.5,508000000000.0,1.836027,77.08503,81.6309,193783.0,7.248003,31002.70000000001,0.0160654896697533,0.1004176663540214,4.2300844142048015e-05,4.775509361965979,-3.410295168697164,17.477133536557552,13.737730623591627,-5.721530349158977,3.753451,5.948620659306281,7.248003,4.894761692054872,3.753451,0,1,Normal
2009,Brazil,97.43356,3.753451,169152.4,1.845365,1932918.0,130686.8,472000000000.0,1.99949,78.00308,70.79969,238520.0,7.248003,38465.59999999999,0.0199002751280706,0.1233989232859334,3.6628398100695424e-05,0.163128248444111,-10.08328673217055,-16.822780258212745,-13.268517191406682,8.903082579940257,3.753451,4.775509361965979,7.248003,3.629086089905456,3.753451,1,1,Normal
2010,Brazil,102.3437,3.753451,184267.4,1.577053,2078963.0,178753.2,521000000000.0,1.760206,100.0,99.2823,288575.0,7.248003,5514.199999999983,0.0026523800567879,0.1388071841586406,4.7755683963591465e-05,7.555674891537034,8.935728963940214,36.77984310580717,40.22985128889689,-11.96725164917054,3.753451,0.163128248444111,7.248003,4.164770833982375,3.753451,0,1,Normal
2011,Brazil,108.9851,3.753451,189833.0,1.544383,2164233.0,194103.9,523000000000.0,1.674466,117.1853,95.41187,352012.0,7.248003,-4270.899999999994,-0.0019734012003328,0.1626497701495171,4.408576618136772e-05,4.101564097100341,3.0203931894627,8.58765045884493,-3.89840888053562,-4.871020778249813,3.753451,7.555674891537034,7.248003,3.940122412360495,3.753451,0,1,Normal
2012,Brazil,115.087,3.753451,190123.8,1.65307,2198998.0,191354.8,510000000000.0,1.954159,112.6602,79.69418,373147.0,7.248003,-1231.0,-0.0005598004181904,0.1696895586080569,3.624113346169483e-05,1.6063427551469722,0.1531872751312946,-1.4163033303297934,-16.473516345502915,16.703414700567222,3.753451,4.101564097100341,7.248003,4.421193914594782,3.753451,0,1,Normal
2013,Brazil,121.8048,3.753451,190116.7,1.484802,2269440.0,205926.9,521000000000.0,2.158732,114.2592,65.04357,358808.0,7.248003,-15810.199999999984,-0.0069665644388042,0.1581042019176537,2.8660625528764806e-05,3.203368079461644,-0.0037344088430701,7.615225748191312,-18.383538170541435,10.468595441824348,3.753451,1.6063427551469722,7.248003,2.9704249772363185,3.753451,0,1,Normal
2014,Brazil,129.7557,3.753451,190581.3,1.572543,2281336.0,201013.5,506000000000.0,2.354273,113.749,58.23241,363551.0,6.859257,-10432.200000000012,-0.0045728467880224,0.1593588143088085,2.552557361125236e-05,0.5241821771009514,0.2443762173443886,-2.385992310863705,-10.471688438995583,9.058141538643971,3.753451,3.203368079461644,7.248003,1.7779643372365224,3.753451,0,1,Normal
2015,Brazil,140.9362,3.753451,206847.1,2.054664,2200678.0,170514.2,464000000000.0,3.331694,83.84443,39.60444,356464.0,8.419136,36332.9,0.0165098665047771,0.1619791718733954,1.7996471996357484e-05,-3.535559864921256,8.53483526453016,-15.172762028420973,-31.989007495997512,41.51689290069589,3.753451,0.5241821771009514,6.859257,0.0639967972137796,3.753451,1,-1,Anomaly
2016,Brazil,151.6972,3.753451,213150.3,2.616996,2123781.0,150891.3,434000000000.0,3.486715,82.9056,40.12143,365016.0,11.38619,62259.0,0.0293151695019401,0.1718708284893781,1.889151000032489e-05,-3.4942413201749623,3.0472750161834483,-11.508073814380282,1.3053839418004642,4.652918305222498,3.753451,-3.535559864921256,8.419136,-2.168539669331756,3.753451,1,1,Normal
2017,Brazil,158.4627,3.753451,230639.1,2.353733,2158344.0,164557.4,446000000000.0,3.190255,92.49995,55.3773,373972.0,12.86362,66081.70000000001,0.0306168525499179,0.1732680240035879,2.5657309492833395e-05,1.6274276867530135,8.204914560289156,9.056917131736553,38.02424290460236,-8.502558998943123,3.753451,-3.4942413201749623,11.38619,-1.8007911661144016,3.753451,0,1,Normal
2018,Brazil,163.6849,3.753451,236305.4,2.027074,2194468.0,179691.8,449000000000.0,3.654127,85.00094,58.52278,374715.0,12.35598,56613.600000000006,0.0257983256078466,0.1707543696239817,2.666832234509685e-05,1.673690570177877,2.456782046062433,9.19703398327878,5.680089133995336,14.54027969551024,3.753451,1.6274276867530135,12.86362,-0.0643743544146905,3.753451,0,1,Normal
2019,Brazil,169.4488,3.753451,234511.1,1.923471,2221329.0,187546.0,444000000000.0,3.944611,82.2927,66.22938,356884.0,12.02363,46965.100000000006,0.0211427933457853,0.1606623782429347,2.981520522173888e-05,1.2240324306392214,-0.7593140063663295,4.370928445260169,13.168547358823355,7.949477399116134,3.753451,1.673690570177877,12.35598,1.5083835625233706,3.753451,0,1,Normal
2020,Brazil,173.2086,3.753451,238045.3,2.234373,2141971.0,173260.7,424000000000.0,5.157587,66.76438,50.49913,355620.0,13.50161,64784.59999999998,0.0302453207816538,0.1660246567297129,2.3576010132723558e-05,-3.5725459848586105,1.5070501993295735,-7.616957972977289,-23.75116602329661,30.75020578708523,3.753451,1.2240324306392214,12.02363,-0.224940994680504,3.753451,1,-1,Anomaly
2021,Brazil,181.9841,3.753451,244249.8,1.654339,2251216.0,210849.9,442000000000.0,5.396087,72.63268,56.35189,362204.0,13.49311,33399.899999999994,0.0148363817599022,0.1608926020426294,2.50317561708872e-05,5.100209106472486,2.606436674028001,21.69516803291225,11.589823428641232,4.624255490018858,3.753451,-3.5725459848586105,13.50161,0.9172318507510324,3.753451,0,1,Normal
2022,Brazil,197.8981,3.753451,257566.3,1.193562,2321370.0,214280.8,439000000000.0,5.165224,86.69988,55.22905,324703.0,9.501666,43285.5,0.0186465320048075,0.1398755907072117,2.379157566437061e-05,3.1162713839987037,5.452000370112886,1.627176489056903,-1.992550737872312,-4.278340953361193,3.753451,5.100209106472486,13.49311,1.5479781685375265,3.753451,0,1,Normal
2023,Brazil,210.8428,3.753451,279971.0,1.474218,2396837.0,207896.9,440000000000.0,4.994074,93.48827,59.46461,355034.0,8.045743,72074.1,0.0300705054202684,0.1481260511248783,2.4809617842181173e-05,3.2509681782740385,8.698614686781614,-2.979221656816655,7.669079949772817,-3.3135058615076485,3.753451,3.1162713839987037,9.501666,3.8224828895817424,3.753451,0,1,Normal
2024,Brazil,219.4828,3.753451,288008.1,1.255557,2468347.0,241662.8,451000000000.0,5.392557,93.52041,61.92665,329730.0,6.917529,46345.29999999999,0.0187758447252351,0.133583325196984,2.5088308086342805e-05,2.9835153579488294,2.8706901786256456,16.241656320993727,4.140344988388889,7.97911684928978,3.753451,3.2509681782740385,8.045743,3.116918306740524,3.753451,0,1,Normal
2025,Brazil,230.6032,3.753451,288008.1,1.255557,2532397.0,241662.8,455000000000.0,5.587186,96.1526,64.36945,358234.0,5.937208,46345.29999999999,0.0183009615001123,0.1414604424187834,2.5418388191109052e-05,2.594853965021926,0.0,0.0,3.9446667953134895,3.6092154426925926,3.753451,2.9835153579488294,6.917529,2.9431125004149314,3.753451,0,1,Normal
2026,Brazil,236.7382,3.753451,288008.1,1.255557,2532397.0,241662.8,455000000000.0,5.226552,96.1526,90.22612,358234.0,5.937208,46345.29999999999,0.0183009615001123,0.1414604424187834,3.562874225486762e-05,0.0,0.0,0.0,40.16916409880773,-6.45466250810337,3.753451,2.594853965021926,5.937208,1.859456440990252,3.753451,0,1,Normal
1999,Bulgaria,101.8832,3.753451,243224.5,0.297864,31347.05,22315.35,8690000000.0,1.82813,91.92693,15.151,3151.223,13.7825,220909.15,7.047206993959559,0.1005269395365752,0.0004833309673478,-8.348578333670053,0.0,0.0,0.0,4.198834629171433,3.753451,3.918508251202124,12.20333,-1.4766900274893098,3.753451,1,1,Normal
2000,Bulgaria,101.8832,3.753451,243224.5,0.294023,32687.56,22315.35,8690000000.0,2.113764,91.92693,15.151,3437.575,18.12917,220909.15,6.758202508844343,0.1051646253192345,0.0004635096654507,4.276351363206432,0.0,0.0,0.0,15.624381198273651,3.753451,-8.348578333670053,13.7825,-0.0512395730871656,3.753451,0,1,Normal
2001,Bulgaria,101.8832,3.753451,243224.5,0.274546,33957.71,22315.35,8890000000.0,2.176986,91.92693,13.28926,3585.582,17.50833,220909.15,6.5054195350628765,0.1055896289826375,0.0003913473552839,3.885729005162819,0.0,0.0,-12.287901788660804,2.990967771236508,3.753451,4.276351363206432,18.12917,-0.0621659884336006,3.753451,0,1,Normal
2002,Bulgaria,101.8832,3.753451,243224.5,0.338836,35912.2,22315.35,9320000000.0,2.068852,91.92693,21.46428,4801.883,17.42667,220909.15,6.151367780308642,0.1337117469829194,0.0005976876938756,5.755659024121473,0.0,0.0,61.51599110860951,-4.967142645841527,3.753451,3.885729005162819,17.50833,4.639246464163574,3.753451,0,1,Normal
2003,Bulgaria,101.8832,3.753451,243224.5,0.347386,37795.92,12416.4,10500000000.0,1.727654,91.92693,57.80259,6809.02,14.25917,230808.1,6.106693526708703,0.1801522492374838,0.0015293341186032,5.2453483774316245,0.0,-44.359375945257405,169.29666403904537,-16.492141535498916,3.753451,5.755659024121473,17.42667,4.962245468905306,3.753451,0,-1,Anomaly
2004,Bulgaria,101.8832,3.753451,243224.5,0.356479,40293.59,1993.515,11800000000.0,1.572305,91.92693,106.3762,9278.73,12.67,241230.985,5.986832769182394,0.2302780665609592,0.0026400278555472,6.608305870051567,0.0,-83.94450082149415,84.03362202281939,-8.991904629051884,3.753451,5.2453483774316245,14.25917,5.869771090534889,3.753451,0,-1,Anomaly
2005,Bulgaria,101.8832,3.753451,243224.5,0.266569,43097.51,2046.948,12700000000.0,1.574279,91.92693,161.4611,8727.41,11.45083,241177.552,5.59609016855034,0.2025038105449711,0.0037464136559165,6.958724700380392,0.0,2.6803410057110177,51.78310561949007,0.125548160185196,3.753451,6.608305870051567,12.67,6.270792982621194,3.753451,0,1,Normal
2006,Bulgaria,101.8832,3.753451,243224.5,0.277592,46004.02,2116.59,13500000000.0,1.558883,91.92693,193.619,11780.92,9.6025,241107.91,5.241018284923796,0.2560845769565356,0.0042087408882962,6.744032311843529,0.0,3.402235914151208,19.916809683570857,-0.9779715031452474,3.753451,6.958724700380392,11.45083,6.770354294091828,3.753451,0,1,Normal
2007,Bulgaria,101.8832,3.753451,243224.5,0.312026,49200.65,3665.492,14800000000.0,1.429213,91.92693,336.3746,17430.78,7.736667,239559.008,4.869021201955665,0.3542794658200653,0.0068367917903523,6.948588405969747,0.0,73.17912302335361,73.73016077967553,-8.318135485472611,3.753451,6.744032311843529,9.6025,6.883781806064556,3.753451,0,1,Normal
2008,Bulgaria,101.8832,3.753451,243224.5,0.255029,52181.56,4102.796,14900000000.0,1.336449,91.92693,247.2179,17696.41,6.3025,239121.704,4.582494352411082,0.3391314862951587,0.0047376487019552,6.058680119063453,0.0,11.930294759884896,-26.505182020283332,-6.490565087219336,3.753451,6.948588405969747,7.736667,6.583766945625576,3.753451,0,1,Normal
2009,Bulgaria,101.8832,3.753451,243224.5,0.401958,50373.92,8604.874,12200000000.0,1.407601,91.92693,86.53385,18516.41,7.584167,234619.626,4.657561412731032,0.36757929500027,0.0017178303773063,-3.4641356065245987,0.0,109.73194865160244,-64.99693185647155,5.32395923825002,3.753451,6.058680119063453,6.3025,3.1810443061695337,3.753451,1,-1,Anomaly
2010,Bulgaria,101.8832,3.753451,243224.5,0.349396,51072.39,11375.99,12400000000.0,1.476882,91.92693,84.2673,17378.73,9.474167,231848.51,4.539605646025182,0.3402764194117408,0.0016499580301607,1.3865706699021985,0.0,32.204027624344064,-2.6192640221138874,4.921920345325126,3.753451,-3.4641356065245987,7.584167,1.3270383941470176,3.753451,0,1,Normal
2011,Bulgaria,101.8832,3.753451,243224.5,0.271832,52271.33,3237.22,13100000000.0,1.406484,91.92693,88.37022,17317.98,9.594167,239987.28,4.591183733033003,0.3313093429993076,0.001690605921066,2.347530632500261,0.0,-71.54339973927544,4.868934924935298,-4.766663822837569,3.753451,1.3865706699021985,9.474167,0.0899885652926202,3.753451,0,1,Normal
2012,Bulgaria,101.8832,3.753451,243224.5,0.32016,52531.91,21779.02,13000000000.0,1.521448,91.92693,65.31083,20506.99,11.08917,221445.48,4.215446954051356,0.3903720614765387,0.0012432601441676,0.4985141950663907,0.0,572.7692279177813,-26.09407332017506,8.173857647865157,3.753451,2.347530632500261,9.594167,1.4108718324896168,3.753451,1,1,Normal
2013,Bulgaria,101.8832,3.753451,243224.5,0.296057,52224.41,16144.53,13100000000.0,1.472887,91.92693,92.1389,19878.6,11.3125,227079.97,4.348157691010774,0.3806380962465636,0.0017642880024877,-0.5853584992436045,0.0,-25.87118244989903,41.07752114006209,-3.1917620582497586,3.753451,0.4985141950663907,11.08917,0.7535621094410158,3.753451,1,1,Normal
2014,Bulgaria,101.8832,3.753451,243224.5,0.29463,52812.08,12134.41,13300000000.0,1.474284,91.92693,120.3165,20007.38,11.16,231090.09,4.375705141702428,0.3788409772915591,0.0022782003662798,1.125278389932971,0.0,-24.838877316341826,30.581654436942472,0.0948477378101664,3.753451,-0.5853584992436045,11.3125,0.3461446952519191,3.753451,0,1,Normal
2015,Bulgaria,101.8832,3.753451,243224.5,0.384897,54562.62,8128.996,13700000000.0,1.761853,91.92693,85.40053,22027.8,10.05917,235095.504,4.308728283209273,0.4037159505903492,0.0015651838199851,3.314658313022334,0.0,-33.00872477524659,-29.02010114988385,19.505671905820044,3.753451,1.125278389932971,11.16,1.2848594012372334,3.753451,0,1,Normal
2016,Bulgaria,101.8832,3.753451,243224.5,0.445368,56229.02,6662.93,14000000000.0,1.768958,91.92693,85.13498,25217.47,8.686667,236561.57,4.2071081800821,0.4484778500496719,0.0015140754720605,3.054105539653329,0.0,-18.035019330800505,-0.3109465479898099,0.4032686041343991,3.753451,3.314658313022334,10.05917,2.498014080869545,3.753451,0,1,Normal
2017,Bulgaria,101.8832,3.753451,243224.5,0.424371,57777.61,5980.304,14600000000.0,1.734772,91.92693,121.7558,28446.86,7.199167,237244.196,4.106161469815037,0.4923509297113536,0.0021073180424043,2.7540760980717893,0.0,-10.245132396708357,43.01500981147819,-1.9325501227276165,3.753451,3.054105539653329,8.686667,3.0409466502491505,3.753451,0,1,Normal
2018,Bulgaria,101.8832,3.753451,243224.5,0.386623,59098.86,7203.329,14600000000.0,1.656318,91.92693,123.1852,28727.23,6.174167,236021.171,3.9936670690432954,0.4860877181048839,0.0020843921524036,2.2867854866270854,0.0,20.45088343335053,1.1739892473294988,-4.522438683584928,3.753451,2.7540760980717893,7.199167,2.698322374784068,3.753451,0,1,Normal
2019,Bulgaria,101.8832,3.753451,243224.5,0.377016,61368.02,75229.87,14700000000.0,1.747065,91.92693,103.8298,27888.07,5.65,167994.63,2.737494708155812,0.454439788019884,0.0016919203194106,3.839600290090184,0.0,944.3764265105758,-15.71243948136626,5.478839208412878,3.753451,2.2867854866270854,6.174167,2.96015395826302,3.753451,0,1,Normal
2020,Bulgaria,101.8832,3.753451,243224.5,0.548539,59536.25,11776.86,13800000000.0,1.716358,91.92693,85.21284,37729.73,7.358333,231447.64,3.8875078628566633,0.6337270150538538,0.0014312765751957,-2.984893434723812,0.0,-84.34549999887014,-17.930266647918035,-1.757633516783863,3.753451,3.839600290090184,5.65,1.047164113997819,3.753451,1,1,Normal
2021,Bulgaria,101.8832,3.753451,243224.5,0.432026,63929.99,3703.887,15200000000.0,1.653232,91.92693,104.7637,39160.84,5.521667,239520.613,3.7466080160500574,0.612558206250306,0.0016387254244838,7.379940792374384,0.0,-68.5494520610757,22.943561087742182,-3.677904027015344,3.753451,-2.984893434723812,7.358333,2.7448825492469187,3.753451,0,1,Normal
2022,Bulgaria,101.8832,3.753451,243224.5,0.362878,66594.59,3358.937,17200000000.0,1.86008,91.92693,103.9559,41109.97,4.495833,239865.563,3.6018776149834397,0.617316962233719,0.0015610262034798,4.167996897856541,0.0,-9.313189090271932,-0.7710686048698179,12.511734590184552,3.753451,7.379940792374384,5.521667,2.854348085169037,3.753451,0,1,Normal
2023,Bulgaria,101.8832,3.753451,243224.5,0.441624,67726.79,4487.815,15700000000.0,1.808602,91.92693,119.2422,46383.08,5.278333,238736.685,3.524996312389824,0.6848557269582688,0.0017606356362083,1.700138104311466,0.0,33.608192115541314,14.704600700874115,-2.767515375682761,3.753451,4.167996897856541,4.495833,4.416025264847463,3.753451,0,1,Normal
2024,Bulgaria,101.8832,3.753451,243224.5,0.404396,69879.55,13060.92,15100000000.0,1.808124,91.92693,146.5736,43533.69,5.438333,230163.58,3.2937186916630115,0.6229818308789911,0.002097517800272,3.1785944675659428,0.0,191.03071316442413,22.920912227382598,-0.0264292530916088,3.753451,1.700138104311466,5.278333,3.0155764899113167,3.753451,0,1,Normal
2025,Bulgaria,101.8832,3.753451,243224.5,0.404396,72142.39,13060.92,14100000000.0,1.735009,91.92693,183.2805,47057.97,5.2625,230163.58,3.190406916100229,0.6522929168274021,0.0025405382327921,3.238200589442819,0.0,0.0,25.04332294492322,-4.043693905948931,3.753451,3.1785944675659428,5.438333,2.7056443871067426,3.753451,0,1,Normal
2026,Bulgaria,101.8832,3.753451,243224.5,0.404396,72142.39,13060.92,14100000000.0,1.675766,91.92693,244.1829,47057.97,5.2625,230163.58,3.190406916100229,0.6522929168274021,0.0033847353823459,0.0,0.0,0.0,33.229066922012976,-3.41456442012692,3.753451,3.238200589442819,5.2625,2.1389316856695872,3.753451,0,1,Normal
1999,Canada,83.86114,3.753451,435091.8,0.128059,1260944.0,300543.3,218000000000.0,1.48534,45.91874,42.33465,28203.28,7.566667,134548.5,0.1067045800606529,0.0223667982083264,3.357377488611707e-05,5.140962687058748,11.466795923789208,8.38067618355922,3.022438319261478,0.1324681890958023,3.753451,3.8929233829225303,8.291667,3.011295356660426,3.753451,0,1,Normal
2000,Canada,85.15462,3.753451,464042.1,0.131815,1325739.0,327344.3,234000000000.0,1.48509,48.17477,58.41466,32156.31,6.833333,136697.8,0.1031106424416872,0.0242553851097387,4.40619609138752e-05,5.138610437894142,6.653837190220546,8.917517043301238,37.98309422659687,-0.0168311632353646,3.753451,5.140962687058748,7.566667,4.72416550262514,3.753451,0,1,Normal
2001,Canada,86.83467,3.753451,446979.4,0.150449,1350597.0,306418.3,229000000000.0,1.548831,47.61118,44.97797,34008.09,7.225,140561.10000000003,0.1040733098029982,0.025180042603382,3.330228780309744e-05,1.8750297004161527,-3.676972412632373,-6.392657516871381,-23.00225662530604,4.292063107286426,3.753451,5.138610437894142,6.833333,4.051534275123014,3.753451,0,1,Normal
2002,Canada,89.20607,3.753451,450106.5,0.162948,1391105.0,311468.2,233000000000.0,1.570065,49.22987,40.21192,37012.59,7.683333,138638.3,0.0996605576142706,0.026606611291024,2.890645925361493e-05,2.999266250406296,0.6996071854765473,1.648041256021604,-10.59640975348598,1.3709694601928837,3.753451,1.8750297004161527,7.225,3.33763546290553,3.753451,0,1,Normal
2003,Canada,91.46595,3.753451,437874.0,0.147936,1416234.0,322053.6,235000000000.0,1.400429,56.68421,45.79351,36227.77,7.591667,115820.40000000002,0.0817805532136638,0.0255803560711012,3.233470598785229e-05,1.80640569906656,-2.717690146665286,3.39854919378606,13.880436447700074,-10.804393448678884,3.753451,2.999266250406296,7.683333,2.2269005499630032,3.753451,0,1,Normal
2004,Canada,92.64793,3.753451,451216.9,0.123159,1460029.0,347264.2,242000000000.0,1.301207,66.08743,59.29829,34434.57,7.15,103952.7,0.0711990652240469,0.023584853451541,4.061446039770443e-05,3.0923562066720534,3.047200792922178,7.828075823403324,29.490598121873603,-7.085114632730393,3.753451,1.80640569906656,7.591667,2.632676052048303,3.753451,0,1,Normal
2005,Canada,93.88938,3.753451,446874.8,0.102887,1506903.0,373646.6,248000000000.0,1.211619,73.44712,74.78331,32967.58,6.75,73228.20000000001,0.0485951650504378,0.0218777054661116,4.962715582887552e-05,3.210484175314332,-0.9623088142310388,7.597212727370106,26.11377157756152,-6.88499216496683,3.753451,3.0923562066720534,7.15,2.7030820270176483,3.753451,0,1,Normal
2006,Canada,95.31668,3.753451,447410.8,0.098029,1546654.0,389930.7,247000000000.0,1.134457,82.20477,94.45102,34999.54,6.45,57480.09999999998,0.0371641621202932,0.022629198256365,6.10679699532022e-05,2.637926926948841,0.119944109625325,4.358155540556252,26.29959813225704,-6.368503630266609,3.753451,3.210484175314332,6.75,2.980255769645076,3.753451,0,1,Normal
2007,Canada,97.18258,3.753451,445648.1,0.105453,1578359.0,409296.4,244000000000.0,1.074312,91.2797,114.198,40997.26,6.158333,36351.69999999995,0.0230313255729526,0.0259746103389659,7.235236090141723e-05,2.049909029427388,-0.3939779728160397,4.966446601921826,20.90711143193582,-5.301655329377852,3.753451,2.637926926948841,6.45,2.632773377230188,3.753451,0,1,Normal
2008,Canada,98.34969,3.753451,411905.1,0.104652,1594070.0,406765.3,235000000000.0,1.066823,94.68024,106.6188,43783.39,6.308333,5139.799999999988,0.0032243251551061,0.027466416154874,6.688464120145289e-05,0.99540091956265,-7.571669216137122,-0.6184027027845929,-6.636893816003786,-0.6970973050659302,3.753451,2.049909029427388,6.158333,1.8944122919796265,3.753451,0,1,Normal
2009,Canada,99.41273,3.753451,360418.3,0.16471,1547602.0,340588.5,209000000000.0,1.141204,86.76684,80.62024,54243.77,8.475,19829.79999999999,0.0128132426812578,0.0350502067068923,5.209365198545879e-05,-2.915053918585764,-12.499675289283864,-16.269037698151735,-24.384592585922935,6.9721968873937,3.753451,0.99540091956265,6.308333,0.0434186768014247,3.753451,1,1,Normal
2010,Canada,100.7211,3.753451,388581.8,0.141789,1595435.0,394264.5,221000000000.0,1.030545,100.0,104.9392,57003.83,8.158333,-5682.700000000012,-0.0035618499030045,0.0357293340060861,6.577466333633147e-05,3.0907817384572933,7.814114877074774,15.759780497579934,30.16483205706162,-9.69668876029177,3.753451,-2.915053918585764,8.475,0.3903762464780598,3.753451,0,1,Normal
2011,Canada,102.2896,3.753451,411451.3,0.14228,1645487.0,417992.4,232000000000.0,0.989135,105.9217,117.5075,65657.96,7.625,-6541.100000000035,-0.0039751757382465,0.0399018406101051,7.141198927733855e-05,3.1372008261069784,5.885376000625864,6.018269461237313,11.97674462927103,-4.01826218166117,3.753451,3.0907817384572933,8.158333,1.1043095486595027,3.753451,0,1,Normal
2012,Canada,103.6203,3.753451,423165.7,0.143801,1674376.0,429661.0,231000000000.0,0.999543,106.4701,108.4327,68370.83,7.441667,-6495.299999999988,-0.00387923620501,0.0408336180165028,6.476006583945303e-05,1.755650454850155,2.847092717898825,2.7915818565122263,-7.722741101631803,1.052232506179629,3.753451,3.1372008261069784,7.625,2.661211006471476,3.753451,0,1,Normal
